transaction_id,item_name,quantity,procurement_method,unit_price,average_price,supplier,procurement_officer,transaction_date
91,Erlenmeyer Flask 250ml,5030,Direct Contracting,1243.29,1280.16,Ferrell PLC,Casey Hernandez,2024-06-16
92,Erlenmeyer Flask 250ml,1669,Limited Source Bidding,1293.6,1280.16,Owens Group,Luke Andrew Navarro,2024-08-23
93,Filter Paper pack of 100,7145,Negotiated Procurement,512.94,582.4,Yang Group,Angela Renee Mendoza,2025-02-17
94,Tuning Fork 256 Hz,8175,Competitive Bidding,666.11,689.02,Miller-Taylor,Alex Rivera,2025-02-13
95,Universal Indicator Solution 100ml,7354,Competitive Bidding,1051.86,1161.55,Lewis Inc,Angela Renee Mendoza,2024-11-26
96,Bar Magnet pair,6829,Negotiated Procurement,517.61,450.69,Hernandez-Dixon,Christine Bautista,2024-11-18
97,Compound Microscope (1000x),9898,Competitive Bidding,5161.06,5498.64,Fox-Luna,Angela Ramirez,2025-03-09
98,Hydrochloric Acid Science Laboratory,1656,Competitive Bidding,1844.4,1780.24,"Roth, Smith and Reese",Casey Hernandez,2024-09-21
99,Dropper Bottle 50ml,6988,Competitive Bidding,425.49,423.92,Brooks LLC,Angela Renee Mendoza,2024-09-21
100,Spring Scale 500g,2362,Negotiated Procurement,727.29,729.57,Reed and Sons,Alex Rivera,2024-10-14
101,Laboratory Gloves nitrile box of 100,1948,Competitive Bidding,512.59,520.13,Reilly Ltd,Jamie Thompson,2025-02-09
102,Spring Scale 500g,5303,Competitive Bidding,772.74,729.57,"Ross, Schroeder and Hays",Angela Ramirez,2024-10-03
103,Beaker 50ml,7658,Competitive Bidding,884.05,836.08,"Mcguire, Price and Singh",Morgan Cruz,2024-12-13
104,Funnel plastic 100mm,3261,Competitive Bidding,778.39,739.87,Smith-Morales,Jamie Thompson,2024-07-13
105,Dissecting Kit,9305,Competitive Bidding,805.24,856.35,Newton-Riggs,Taylor Martinez,2024-06-06
106,Ammeter basic,3294,Competitive Bidding,1182.86,1158.64,"Miller, Johnson and Sweeney",Alex Rivera,2024-05-25
107,Hydrochloric Acid Science Laboratory,4130,Competitive Bidding,1834.92,1780.24,Perry-Ferguson,Sophia Christine Navarro,2025-03-16
108,Hot Plate basic,1786,Limited Source Bidding,1770.16,1701.84,Roth Group,Jamie Thompson,2024-07-04
109,Beaker 100ml,4520,Negotiated Procurement,766.06,855.46,"Gomez, Sawyer and Thomas",Casey Hernandez,2024-09-18
110,Pipette 10ml,5414,Limited Source Bidding,937.05,914.14,"Vargas, Salazar and Buchanan",Christine Bautista,2025-02-26
111,Bunsen Burner,1231,Direct Contracting,1042.99,1198.4,Lester PLC,James Patrick Mendoza,2024-05-06
112,Stopwatch digital,5545,Competitive Bidding,587.83,587.22,Trevino-Yates,Casey Hernandez,2025-01-28
113,Stopwatch digital,2651,Negotiated Procurement,580.5,587.22,"Manning, Nelson and Lambert",Angela Renee Mendoza,2025-01-10
114,Copper Sulfate,8535,Limited Source Bidding,1984.72,1804.88,"Gordon, Gonzalez and Bailey",Sophia Christine Navarro,2024-08-01
115,Thermometer (-10 to 110C),1285,Limited Source Bidding,867.29,934.64,Morrow-Miles,Christine Bautista,2025-02-14
116,Triple Beam Balance,9962,Competitive Bidding,2922.52,3201.97,Cain LLC,James Patrick Mendoza,2024-05-22
117,Lab Manual - Grade 10 Science,4573,Competitive Bidding,1420.82,1436.51,Bell and Sons,Alex Rivera,2024-10-27
118,Laboratory Rubber Stoppers,8528,Competitive Bidding,585.28,533.34,Flores Group,Morgan Cruz,2025-01-10
119,Petri Dishes pack of 20,9783,Competitive Bidding,753.42,738.19,Young and Sons,Sophia Christine Navarro,2025-02-07
120,Laboratory Alcohol Burner,6332,Negotiated Procurement,579.22,574.0,Cooper and Sons,Luke Andrew Navarro,2024-04-17
121,Refracting Telescope 70mm,5903,Direct Contracting,4903.73,4826.42,"Vargas, Gentry and Luna",Alex Rivera,2024-10-31
122,Filter Paper pack of 100,3107,Direct Contracting,575.28,582.4,Guzman LLC,Casey Hernandez,2024-11-13
123,Spring Scale 500g,3645,Competitive Bidding,695.44,729.57,"Webb, Williams and Downs",Angela Renee Mendoza,2025-02-17
124,Lab Manual - Grade 10 Science,2774,Negotiated Procurement,1492.06,1436.51,Robinson-Smith,Christine Bautista,2024-08-17
125,Laboratory Rubber Stoppers,2331,Competitive Bidding,505.56,533.34,Roberts Ltd,Angela Ramirez,2024-07-12
126,Litmus Paper,2834,Competitive Bidding,442.53,413.84,Rivers and Sons,James Patrick Mendoza,2024-05-30
127,Laboratory Alcohol Burner,3199,Competitive Bidding,580.51,574.0,Rodriguez-White,James Patrick Mendoza,2024-05-31
128,pH Meter basic,3844,Negotiated Procurement,595.69,693.84,"Hensley, Meadows and Friedman",Casey Hernandez,2025-01-09
129,Laboratory Rubber Stoppers,2454,Competitive Bidding,515.47,533.34,Flores-Mullen,Casey Hernandez,2025-01-07
130,Fire Blanket,8384,Competitive Bidding,1077.06,1134.78,Collier PLC,Sophia Christine Navarro,2024-11-13
131,Laboratory Spatula stainless steel,7831,Competitive Bidding,551.52,553.62,Rivera LLC,Alex Rivera,2024-08-28
132,Copper Sulfate,6440,Competitive Bidding,1873.2,1804.88,"Hernandez, Sullivan and Matthews",Taylor Martinez,2024-05-12
133,Hydrochloric Acid Science Laboratory,5452,Competitive Bidding,1695.35,1780.24,Mack-Schwartz,Casey Hernandez,2024-09-02
134,Laboratory Agar Powder 100g,6890,Negotiated Procurement,2292.73,2046.24,Anthony-Dean,James Patrick Mendoza,2024-12-06
135,Iron Filings 250g,6161,Negotiated Procurement,1018.25,933.07,"Roberts, Preston and Palmer",Morgan Cruz,2024-04-12
136,Dissecting Kit,7244,Competitive Bidding,935.58,856.35,Rogers and Sons,Christine Bautista,2024-08-05
137,Beaker 250ml,4829,Competitive Bidding,1254.14,1208.93,Santos-Watson,Christine Bautista,2024-06-10
138,Beaker 100ml,6550,Competitive Bidding,884.9,855.46,Mathis and Sons,Angela Renee Mendoza,2024-09-05
139,Tuning Fork 256 Hz,4200,Competitive Bidding,742.22,689.02,Hayes Inc,Morgan Cruz,2024-08-14
140,Thermometer (-10 to 110C),3711,Competitive Bidding,845.85,934.64,Brown Inc,Angela Ramirez,2024-12-27
141,Funnel plastic 100mm,8382,Direct Contracting,649.7,739.87,"Smith, Holmes and Simpson",Casey Hernandez,2024-04-30
142,Dropper Bottle 50ml,8048,Negotiated Procurement,466.36,423.92,Romero-Moore,Jamie Thompson,2024-12-24
143,Compound Microscope (1000x),1614,Negotiated Procurement,5747.62,5498.64,"Brown, Gibbs and Graham",Angela Ramirez,2025-02-21
144,Test Tube Brush,4806,Negotiated Procurement,380.38,407.9,"Mendoza, Fields and Boone",Angela Renee Mendoza,2025-01-21
145,Fire Blanket,2994,Limited Source Bidding,1181.11,1134.78,"Alexander, Lopez and Williamson",Morgan Cruz,2024-10-23
146,Spring Scale 500g,2337,Competitive Bidding,657.23,729.57,Mendoza-Burch,Luke Andrew Navarro,2024-08-25
147,Test Tube Rack,2443,Competitive Bidding,1221.56,1114.18,Osborn PLC,James Patrick Mendoza,2024-05-06
148,Microscope Slides,8823,Competitive Bidding,561.69,513.74,Monroe-Graham,Christine Bautista,2025-01-08
149,Ammeter basic,4627,Negotiated Procurement,1011.47,1158.64,"Mills, Harrison and Steele",Casey Hernandez,2024-06-13
150,Voltmeter basic,4449,Limited Source Bidding,830.12,777.73,"Anderson, Little and Phillips",Morgan Cruz,2024-07-19
151,Refracting Telescope 70mm,8896,Direct Contracting,4963.2,4826.42,"Wilson, Rivera and Walker",Morgan Cruz,2025-01-04
152,Microscope Slides,2734,Negotiated Procurement,478.26,513.74,"Franklin, Gardner and Hill",Casey Hernandez,2024-12-22
153,Spring Scale 500g,2871,Competitive Bidding,707.23,729.57,Brown Ltd,Angela Renee Mendoza,2024-08-12
154,Laboratory Alcohol Burner,6524,Limited Source Bidding,553.35,574.0,"Clark, Gomez and Crawford",James Patrick Mendoza,2024-05-20
155,Laboratory Gloves nitrile box of 100,9979,Direct Contracting,503.99,520.13,"Santana, Vang and Adams",Luke Andrew Navarro,2024-04-13
156,Fire Blanket,3918,Direct Contracting,1066.74,1134.78,"Green, Ramirez and Norman",Alex Rivera,2024-05-30
157,Microscope Slides,3986,Competitive Bidding,562.65,513.74,"Yang, Ewing and Rogers",Angela Renee Mendoza,2024-05-28
158,Funnel plastic 100mm,9681,Direct Contracting,695.44,739.87,James Ltd,Sophia Christine Navarro,2024-10-09
159,Test Tube 15ml,7644,Negotiated Procurement,881.8,819.28,Day Ltd,Sophia Christine Navarro,2024-05-04
160,Test Tube Rack,5876,Competitive Bidding,1134.57,1114.18,"Duncan, Dominguez and Young",Jamie Thompson,2024-12-25
161,Lens Set convex concave,8746,Limited Source Bidding,827.02,860.27,"Duke, Gomez and Flores",Sophia Christine Navarro,2025-01-29
162,Ammeter basic,2647,Limited Source Bidding,1129.2,1158.64,Caldwell Group,Morgan Cruz,2024-10-03
163,Bunsen Burner,1489,Limited Source Bidding,1085.29,1198.4,Dominguez-Mcpherson,James Patrick Mendoza,2025-02-20
164,Copper Sulfate,4177,Limited Source Bidding,1838.56,1804.88,Matthews-Schaefer,Jamie Thompson,2025-02-15
165,Fire Blanket,9204,Competitive Bidding,1112.07,1134.78,"Daniels, Robinson and Mayo",Sophia Christine Navarro,2024-05-14
166,Voltmeter basic,5088,Limited Source Bidding,764.08,777.73,Woodward-Kelley,Casey Hernandez,2025-02-04
167,Ammeter basic,4769,Competitive Bidding,1113.1,1158.64,"Hebert, Lucas and Adams",Jamie Thompson,2024-11-26
168,Iron Filings 250g,2713,Direct Contracting,944.24,933.07,Yates-Knight,Luke Andrew Navarro,2024-12-07
169,Bunsen Burner,7550,Negotiated Procurement,1128.6,1198.4,"Gutierrez, Bennett and Henderson",James Patrick Mendoza,2025-02-23
170,pH Meter basic,3516,Competitive Bidding,633.83,693.84,Barrett-White,Angela Renee Mendoza,2025-03-18
171,Compound Microscope (1000x),1828,Limited Source Bidding,5920.05,5498.64,Kelly-Mcfarland,Angela Ramirez,2024-08-10
172,Laboratory Gloves nitrile box of 100,4549,Limited Source Bidding,548.93,520.13,Shaw-Ramirez,Angela Renee Mendoza,2024-09-01
173,Bunsen Burner,4647,Competitive Bidding,1314.14,1198.4,Ramirez Inc,Sophia Christine Navarro,2024-06-07
174,Tuning Fork 256 Hz,9478,Competitive Bidding,625.69,689.02,Cook-King,Taylor Martinez,2024-08-10
175,Hot Plate basic,3522,Competitive Bidding,1743.49,1701.84,"Miller, Ward and Carey",Sophia Christine Navarro,2024-11-15
176,Graduated Cylinder 100ml,6470,Competitive Bidding,661.18,651.28,Keith LLC,Taylor Martinez,2025-02-17
177,Test Tube Rack,9225,Competitive Bidding,1207.07,1114.18,Fitzgerald-Nguyen,Taylor Martinez,2024-12-08
178,Prism glass,2204,Competitive Bidding,732.14,704.14,"Lawrence, Estrada and Bond",Jamie Thompson,2024-10-24
179,Graduated Cylinder 100ml,8945,Competitive Bidding,705.27,651.28,Ortega-Dennis,Taylor Martinez,2024-07-01
180,Dropper Bottle 50ml,8323,Limited Source Bidding,402.41,423.92,"Orozco, Bowen and Wells",Christine Bautista,2025-01-07
181,Microscope Slides,2409,Competitive Bidding,532.5,513.74,Mitchell PLC,Taylor Martinez,2025-03-02
182,Prism glass,9812,Negotiated Procurement,683.24,704.14,Bartlett LLC,Alex Rivera,2024-10-14
183,Beaker 100ml,5423,Competitive Bidding,807.32,855.46,Watkins Ltd,Taylor Martinez,2024-11-02
184,Thermometer (-10 to 110C),6702,Limited Source Bidding,844.29,934.64,"Guerra, Duffy and Robinson",Angela Renee Mendoza,2024-06-04
185,Test Tube Brush,6951,Competitive Bidding,412.42,407.9,Monroe Inc,Taylor Martinez,2024-11-05
186,Copper Sulfate,6687,Competitive Bidding,1695.69,1804.88,Rich-Johnson,Morgan Cruz,2024-08-03
187,Laboratory Spatula stainless steel,4689,Competitive Bidding,504.95,553.62,Townsend-Colon,Luke Andrew Navarro,2024-06-04
188,Copper Sulfate,5112,Competitive Bidding,1875.42,1804.88,Mata Group,James Patrick Mendoza,2024-12-09
189,Test Tube 15ml,5293,Competitive Bidding,840.51,819.28,Lee Inc,Sophia Christine Navarro,2024-09-28
190,Dropper Bottle 50ml,8258,Competitive Bidding,397.33,423.92,"Mosley, Armstrong and Ramos",Angela Ramirez,2024-06-06
191,Lab Manual - Grade 10 Science,7957,Competitive Bidding,1514.76,1436.51,Dodson Inc,James Patrick Mendoza,2024-08-21
192,Hot Plate basic,1249,Limited Source Bidding,1840.15,1701.84,Henderson and Sons,Luke Andrew Navarro,2025-02-21
193,Beaker 100ml,7006,Competitive Bidding,870.29,855.46,"Ross, Schroeder and Lee",Christine Bautista,2024-06-19
194,Test Tube 15ml,5460,Negotiated Procurement,741.75,819.28,"Pitts, Gentry and Bond",Jamie Thompson,2024-09-17
195,Filter Paper pack of 100,4772,Negotiated Procurement,619.76,582.4,Cox-Brewer,Casey Hernandez,2025-01-09
196,Erlenmeyer Flask 250ml,5142,Limited Source Bidding,1353.58,1280.16,"Black, Barnes and Armstrong",Taylor Martinez,2025-03-22
197,Iron Filings 250g,7069,Limited Source Bidding,971.78,933.07,"Barber, Swanson and Marshall",Alex Rivera,2024-10-09
198,Refracting Telescope 70mm,3049,Direct Contracting,5455.4,4826.42,"Klein, Patel and Perez",Christine Bautista,2024-08-11
199,Spring Scale 500g,3478,Direct Contracting,778.58,729.57,Williamson LLC,Angela Ramirez,2025-03-04
200,Petri Dishes pack of 20,2584,Negotiated Procurement,743.56,738.19,"Gordon, Barnett and Blevins",Morgan Cruz,2024-11-23
201,Hydrochloric Acid Science Laboratory,2089,Limited Source Bidding,1638.43,1780.24,Torres Inc,Morgan Cruz,2024-10-23
202,Test Tube 15ml,9517,Limited Source Bidding,816.89,819.28,Hill Group,Jamie Thompson,2024-09-22
203,Bunsen Burner,1108,Negotiated Procurement,1140.88,1198.4,West-Houston,Sophia Christine Navarro,2025-02-08
204,Beaker 250ml,6819,Limited Source Bidding,1128.65,1208.93,Dixon-Cruz,Taylor Martinez,2024-10-06
205,Laboratory Alcohol Burner,1326,Competitive Bidding,560.12,574.0,Anthony Ltd,Jamie Thompson,2024-07-12
206,Bar Magnet pair,5778,Competitive Bidding,413.8,450.69,Hanson Group,Luke Andrew Navarro,2025-04-03
207,Laboratory Alcohol Burner,6382,Negotiated Procurement,627.61,574.0,Steele-Russell,Christine Bautista,2025-01-04
208,Bunsen Burner,1490,Competitive Bidding,1102.21,1198.4,"Stevens, Bennett and Dunn",Sophia Christine Navarro,2024-07-11
209,Dissecting Kit,5893,Competitive Bidding,826.1,856.35,Miranda-Davis,James Patrick Mendoza,2024-06-26
210,Laboratory Safety Goggles,1190,Competitive Bidding,647.83,711.31,Little and Sons,Taylor Martinez,2025-01-21
211,Dissecting Kit,3522,Direct Contracting,916.99,856.35,Campbell Inc,Angela Renee Mendoza,2025-04-04
212,Microscope Slides,7000,Competitive Bidding,511.35,513.74,Evans Group,Luke Andrew Navarro,2024-05-13
213,Laboratory Agar Powder 100g,7581,Direct Contracting,1758.71,2046.24,Jackson Inc,Luke Andrew Navarro,2024-12-22
214,Pipette 10ml,2991,Competitive Bidding,941.72,914.14,Collins Group,Sophia Christine Navarro,2024-05-07
215,Refracting Telescope 70mm,5844,Direct Contracting,4322.54,4826.42,"Young, Walker and Dawson",Angela Ramirez,2024-09-18
216,Triple Beam Balance,5307,Limited Source Bidding,3385.17,3201.97,Stone LLC,Sophia Christine Navarro,2025-02-28
217,Universal Indicator Solution 100ml,1090,Negotiated Procurement,1180.78,1161.55,Jones PLC,Luke Andrew Navarro,2024-10-10
218,Iron Filings 250g,3221,Limited Source Bidding,986.62,933.07,Walker-Stokes,Alex Rivera,2024-09-01
219,Tuning Fork 256 Hz,7733,Competitive Bidding,742.21,689.02,"Baker, Zamora and Stewart",Christine Bautista,2024-04-23
220,Graduated Cylinder 100ml,4326,Competitive Bidding,623.55,651.28,Mooney Ltd,Sophia Christine Navarro,2024-05-09
221,Beaker 50ml,9560,Competitive Bidding,821.99,836.08,Barron-Ferguson,Angela Renee Mendoza,2024-04-10
222,Funnel plastic 100mm,5384,Limited Source Bidding,803.49,739.87,"Anderson, Park and Smith",Alex Rivera,2024-10-06
223,Copper Sulfate,1012,Competitive Bidding,1882.4,1804.88,"Owen, Jackson and Burns",Taylor Martinez,2025-04-04
224,Compound Microscope (1000x),8790,Direct Contracting,6002.41,5498.64,Rodriguez-Hawkins,Christine Bautista,2024-07-06
