transaction_id,item_name,quantity,procurement_method,unit_price,average_price,supplier,procurement_officer,transaction_date
62,Refracting Telescope 70mm,4527,Competitive Bidding,4595.12,4826.42,Keith and Sons,Angela Renee Mendoza,2024-05-20
63,Universal Indicator Solution 100ml,5602,Competitive Bidding,1147.93,1161.55,Ortega-Rodriguez,Jamie Thompson,2024-12-04
64,Lens Set convex concave,8491,Competitive Bidding,796.06,860.27,Allen Ltd,Angela Renee Mendoza,2024-07-21
65,Pipette 10ml,6633,Direct Contracting,1044.81,914.14,Bates Inc,Christine Bautista,2024-06-09
66,Litmus Paper,3424,Direct Contracting,449.24,413.84,"Sellers, Lee and Joseph",Angela Renee Mendoza,2025-02-03
67,Erlenmeyer Flask 250ml,5231,Competitive Bidding,1326.72,1280.16,Myers Group,Alex Rivera,2025-03-02
68,Filter Paper pack of 100,4301,Negotiated Procurement,632.13,582.4,Mason-Underwood,Taylor Martinez,2024-12-22
69,Lab Manual - Grade 10 Science,1674,Competitive Bidding,1338.19,1436.51,Lopez LLC,Angela Renee Mendoza,2024-08-22
70,Pipette 10ml,6480,Negotiated Procurement,925.24,914.14,"Cuevas, Tran and Vincent",Sophia Christine Navarro,2024-11-30
71,Graduated Cylinder 100ml,3903,Competitive Bidding,640.37,651.28,"Miller, Hunter and Pacheco",Luke Andrew Navarro,2025-01-29
72,Universal Indicator Solution 100ml,3022,Competitive Bidding,1171.67,1161.55,Clark PLC,Angela Renee Mendoza,2024-06-29
73,Funnel plastic 100mm,5641,Limited Source Bidding,708.18,739.87,Leach and Sons,Sophia Christine Navarro,2024-11-04
74,Erlenmeyer Flask 250ml,9243,Negotiated Procurement,1385.22,1280.16,White-Stokes,Morgan Cruz,2024-12-12
75,Test Tube 15ml,9499,Competitive Bidding,742.11,819.28,Clark-Jones,Christine Bautista,2025-03-31
76,Fire Blanket,6985,Negotiated Procurement,1124.83,1134.78,"Lopez, Zuniga and Castro",Angela Renee Mendoza,2025-01-10
77,Voltmeter basic,9283,Competitive Bidding,715.47,777.73,Owens-Chan,Angela Renee Mendoza,2025-01-10
78,Petri Dishes pack of 20,5826,Negotiated Procurement,818.88,738.19,"Robinson, Diaz and Ramos",James Patrick Mendoza,2024-09-13
79,Lab Manual - Grade 10 Science,2738,Direct Contracting,1469.82,1436.51,Cooper PLC,Christine Bautista,2025-03-26
80,Universal Indicator Solution 100ml,7119,Limited Source Bidding,1268.78,1161.55,"Robertson, Brooks and Marshall",Angela Ramirez,2024-11-20
81,Beaker 100ml,4963,Competitive Bidding,881.6,855.46,Hanna-Frederick,James Patrick Mendoza,2024-05-13
82,Refracting Telescope 70mm,5437,Direct Contracting,5350.28,4826.42,Young-Lane,Casey Hernandez,2025-04-04
83,Compound Microscope (1000x),4565,Negotiated Procurement,5523.65,5498.64,Mcdonald Group,Luke Andrew Navarro,2024-11-06
84,Stopwatch digital,7263,Negotiated Procurement,538.29,587.22,Brown LLC,Luke Andrew Navarro,2024-09-19
85,Litmus Paper,1160,Limited Source Bidding,374.12,413.84,Jacobson-Gutierrez,Taylor Martinez,2025-03-23
86,Microscope Coverslips box of 100,7740,Limited Source Bidding,677.39,641.2,"Cameron, Lowery and White",Christine Bautista,2025-01-31
87,Triple Beam Balance,8694,Direct Contracting,2953.83,3201.97,"Wilson, Jones and Torres",Alex Rivera,2024-10-02
88,Iron Filings 250g,3852,Negotiated Procurement,850.71,933.07,Pace LLC,Morgan Cruz,2024-10-05
89,Laboratory Aprons pack of 10,3526,Competitive Bidding,3070.69,3094.0,Tucker-Garcia,Angela Renee Mendoza,2025-04-03
90,Iron Filings 250g,6483,Competitive Bidding,885.19,933.07,Francis-Campbell,Morgan Cruz,2024-05-12
91,Laboratory Safety Goggles,1892,Negotiated Procurement,797.42,711.31,"Patterson, Guzman and Underwood",Angela Renee Mendoza,2024-08-05
92,Dissecting Kit,3244,Competitive Bidding,911.3,856.35,"Burke, Jenkins and Morgan",Jamie Thompson,2024-06-29
93,Lab Manual - Grade 10 Science,8510,Competitive Bidding,1308.36,1436.51,Dixon-Allen,Jamie Thompson,2024-06-16
94,Universal Indicator Solution 100ml,8420,Competitive Bidding,1068.57,1161.55,Bradley and Sons,Angela Ramirez,2025-01-03
95,Laboratory Agar Powder 100g,4845,Competitive Bidding,2212.33,2046.24,Jones-Young,Jamie Thompson,2024-12-16
96,Thermometer (-10 to 110C),4280,Direct Contracting,812.74,934.64,"Miller, Andrade and Robinson",Angela Ramirez,2024-10-19
97,Refracting Telescope 70mm,3098,Competitive Bidding,4477.3,4826.42,Singh-Smith,James Patrick Mendoza,2024-04-12
98,Dropper Bottle 50ml,7018,Limited Source Bidding,404.53,423.92,Harris Group,Angela Ramirez,2024-11-30
99,Funnel plastic 100mm,8217,Competitive Bidding,713.33,739.87,Proctor Group,Luke Andrew Navarro,2025-04-06
100,Thermometer (-10 to 110C),5189,Competitive Bidding,843.96,934.64,Bailey-Garcia,James Patrick Mendoza,2024-08-24
101,Iron Filings 250g,8594,Competitive Bidding,977.73,933.07,Smith Group,Angela Renee Mendoza,2024-06-10
102,Lens Set convex concave,7771,Competitive Bidding,936.29,860.27,"Fernandez, Lutz and Rojas",Angela Ramirez,2024-12-31
103,Beaker 250ml,2537,Competitive Bidding,1181.87,1208.93,Schmidt and Sons,Taylor Martinez,2024-06-26
104,Voltmeter basic,5074,Limited Source Bidding,837.19,777.73,Alexander and Sons,Casey Hernandez,2024-05-08
105,Petri Dishes pack of 20,4856,Competitive Bidding,765.12,738.19,"Navarro, Hill and Underwood",Angela Renee Mendoza,2024-10-22
106,Laboratory Alcohol Burner,8566,Competitive Bidding,542.83,574.0,Clarke-Flores,Morgan Cruz,2024-10-05
107,Bunsen Burner,1204,Direct Contracting,1035.68,1198.4,"Brown, Serrano and Hayes",Casey Hernandez,2025-02-25
108,Bunsen Burner,1007,Limited Source Bidding,1250.39,1198.4,Cohen-Harris,Angela Ramirez,2025-03-21
109,Microscope Slides,3893,Competitive Bidding,468.06,513.74,Meyer Group,Jamie Thompson,2024-12-13
110,Laboratory Safety Goggles,6758,Competitive Bidding,763.16,711.31,"Brown, Collins and Park",Jamie Thompson,2024-11-01
111,Triple Beam Balance,5702,Competitive Bidding,3105.65,3201.97,Chapman-Greer,Taylor Martinez,2024-08-19
112,Copper Sulfate,5774,Competitive Bidding,1910.12,1804.88,"Ball, Fuller and Herrera",Sophia Christine Navarro,2024-06-29
113,Beaker 100ml,8021,Competitive Bidding,925.01,855.46,Quinn-Norris,Luke Andrew Navarro,2024-07-10
114,Dropper Bottle 50ml,5509,Competitive Bidding,409.81,423.92,Mathews-Barrett,Sophia Christine Navarro,2024-05-03
115,Lens Set convex concave,1529,Negotiated Procurement,977.75,860.27,"Alexander, Cook and Moody",Sophia Christine Navarro,2024-08-22
116,Thermometer (-10 to 110C),3040,Competitive Bidding,946.43,934.64,Figueroa-Snyder,Sophia Christine Navarro,2024-10-15
117,Refracting Telescope 70mm,8306,Limited Source Bidding,5206.5,4826.42,Beard-Contreras,Sophia Christine Navarro,2025-03-07
118,Laboratory Aprons pack of 10,1198,Competitive Bidding,3146.89,3094.0,"Michael, Thompson and Reynolds",Jamie Thompson,2024-09-10
119,Stopwatch digital,4733,Competitive Bidding,632.35,587.22,Clay-Copeland,Angela Renee Mendoza,2025-03-07
120,Laboratory Agar Powder 100g,7552,Competitive Bidding,2241.67,2046.24,Powell-Hull,Taylor Martinez,2024-08-06
121,Dissecting Kit,7180,Direct Contracting,805.93,856.35,Mcneil PLC,James Patrick Mendoza,2025-03-02
122,Laboratory Agar Powder 100g,6516,Competitive Bidding,2044.81,2046.24,"Robinson, Clarke and Jones",Morgan Cruz,2024-09-24
123,Dissecting Kit,2876,Competitive Bidding,780.04,856.35,"Romero, Rubio and Rivas",Angela Ramirez,2024-05-13
124,Microscope Slides,8322,Competitive Bidding,564.76,513.74,Parker-Daniels,Angela Ramirez,2024-04-22
125,Laboratory Rubber Stoppers,8689,Negotiated Procurement,523.15,533.34,Benjamin-Christian,Angela Ramirez,2024-11-29
126,Voltmeter basic,2217,Competitive Bidding,851.21,777.73,Snyder Ltd,Alex Rivera,2024-04-18
127,Bar Magnet pair,2183,Competitive Bidding,425.87,450.69,"Carter, Williams and Torres",Taylor Martinez,2024-12-30
128,Laboratory Rubber Stoppers,2951,Direct Contracting,529.33,533.34,Hayden-Kennedy,Casey Hernandez,2024-05-31
129,Hydrochloric Acid Science Laboratory,5089,Limited Source Bidding,1873.32,1780.24,Raymond-Price,Alex Rivera,2025-02-16
130,Beaker 250ml,7905,Competitive Bidding,1291.88,1208.93,Schneider-Mcgee,Alex Rivera,2024-06-20
131,Dropper Bottle 50ml,6706,Competitive Bidding,401.62,423.92,Potts-Sanchez,Luke Andrew Navarro,2024-09-12
132,Copper Sulfate,6105,Limited Source Bidding,1959.89,1804.88,Myers Ltd,Angela Ramirez,2024-10-04
133,Compound Microscope (1000x),8029,Competitive Bidding,5942.7,5498.64,Mathis Group,Sophia Christine Navarro,2025-02-04
134,Iron Filings 250g,4415,Negotiated Procurement,1059.93,933.07,Reed and Sons,Luke Andrew Navarro,2025-04-05
135,Iron Filings 250g,4416,Competitive Bidding,988.84,933.07,Morrow Ltd,Morgan Cruz,2025-01-07
136,Prism glass,6568,Competitive Bidding,761.92,704.14,"Richardson, Thompson and Hall",Angela Ramirez,2024-06-23
137,Lens Set convex concave,7713,Negotiated Procurement,859.58,860.27,Cantu-Davis,Morgan Cruz,2024-08-14
138,pH Meter basic,4432,Limited Source Bidding,717.47,693.84,Gonzalez PLC,Angela Ramirez,2024-05-26
139,Copper Sulfate,8413,Competitive Bidding,1933.6,1804.88,Johnson-Guzman,Casey Hernandez,2024-05-01
140,Voltmeter basic,2190,Direct Contracting,735.65,777.73,Velasquez LLC,Angela Ramirez,2025-03-27
141,Erlenmeyer Flask 250ml,8226,Competitive Bidding,1178.76,1280.16,Olson LLC,Taylor Martinez,2024-07-19
142,Beaker 50ml,8234,Negotiated Procurement,731.73,836.08,Brown Inc,Taylor Martinez,2025-01-23
143,Bunsen Burner,4810,Limited Source Bidding,1096.33,1198.4,"Flores, Young and Gray",Morgan Cruz,2025-01-21
144,pH Meter basic,5048,Direct Contracting,758.14,693.84,Moore-Griffith,Christine Bautista,2024-07-16
145,Erlenmeyer Flask 250ml,3111,Limited Source Bidding,1198.96,1280.16,"Smith, Stein and Barnett",Casey Hernandez,2025-01-15
146,Test Tube Rack,3541,Negotiated Procurement,994.34,1114.18,Bell-Sanchez,Morgan Cruz,2024-05-21
147,Lens Set convex concave,8789,Limited Source Bidding,849.29,860.27,Fisher Inc,Christine Bautista,2024-08-02
148,Test Tube Brush,9819,Competitive Bidding,389.87,407.9,"Houston, Parker and Perry",Jamie Thompson,2025-02-20
149,Pipette 10ml,7685,Competitive Bidding,932.09,914.14,Pruitt-Daniels,Angela Ramirez,2025-03-21
150,Copper Sulfate,8629,Competitive Bidding,1752.47,1804.88,Lewis Ltd,Casey Hernandez,2024-04-11
151,Hot Plate basic,5113,Negotiated Procurement,1551.05,1701.84,Harris Group,Jamie Thompson,2024-08-09
152,Test Tube Rack,4079,Negotiated Procurement,1054.63,1114.18,"Johnston, Curry and Fischer",James Patrick Mendoza,2024-09-08
153,Laboratory Rubber Stoppers,8272,Negotiated Procurement,516.23,533.34,Sanford PLC,Sophia Christine Navarro,2025-03-04
154,Laboratory Spatula stainless steel,5485,Negotiated Procurement,489.92,553.62,Gibbs-Stewart,Angela Ramirez,2024-10-08
155,Beaker 50ml,3966,Limited Source Bidding,904.19,836.08,"Carter, Curtis and Wilson",Casey Hernandez,2025-03-11
156,Bar Magnet pair,6098,Direct Contracting,403.46,450.69,Branch LLC,James Patrick Mendoza,2025-01-29
157,Dropper Bottle 50ml,3546,Competitive Bidding,430.85,423.92,Glover LLC,Sophia Christine Navarro,2024-07-16
158,Prism glass,1058,Limited Source Bidding,743.98,704.14,"Joseph, Fernandez and Henderson",Angela Renee Mendoza,2024-10-29
159,Lens Set convex concave,1156,Direct Contracting,955.11,860.27,Brown PLC,Taylor Martinez,2024-09-22
160,Graduated Cylinder 100ml,2240,Negotiated Procurement,601.37,651.28,"Lucero, Wu and Peters",Angela Ramirez,2025-01-13
161,Test Tube Rack,3984,Direct Contracting,1125.02,1114.18,Moore-Huber,Alex Rivera,2025-02-10
162,Laboratory Alcohol Burner,8596,Limited Source Bidding,589.99,574.0,"Long, West and Robinson",Angela Renee Mendoza,2024-12-17
163,Iron Filings 250g,5787,Competitive Bidding,937.08,933.07,Norton Ltd,Casey Hernandez,2024-09-01
164,Iron Filings 250g,7336,Competitive Bidding,988.3,933.07,Greene-Gardner,Morgan Cruz,2024-12-23
165,Thermometer (-10 to 110C),9330,Limited Source Bidding,999.74,934.64,Casey-White,Sophia Christine Navarro,2024-05-27
166,Laboratory Alcohol Burner,7159,Limited Source Bidding,612.66,574.0,Jones PLC,Christine Bautista,2024-06-28
167,Beaker 100ml,2970,Direct Contracting,778.66,855.46,"Chase, Daniel and Hughes",Sophia Christine Navarro,2024-04-08
168,Compound Microscope (1000x),8700,Competitive Bidding,4998.03,5498.64,"Hernandez, Heath and Thomas",Jamie Thompson,2024-05-31
169,Litmus Paper,6750,Competitive Bidding,416.12,413.84,"Johnson, Walker and Reed",Taylor Martinez,2024-08-09
170,Compound Microscope (1000x),2213,Negotiated Procurement,6102.8,5498.64,Taylor-Kelly,James Patrick Mendoza,2024-05-01
171,Universal Indicator Solution 100ml,7681,Competitive Bidding,1163.48,1161.55,Campbell and Sons,Angela Renee Mendoza,2024-10-26
172,Ammeter basic,2676,Direct Contracting,1312.15,1158.64,Gonzalez LLC,Angela Ramirez,2024-05-20
173,Petri Dishes pack of 20,1604,Competitive Bidding,735.19,738.19,Richardson PLC,Jamie Thompson,2025-04-05
174,Refracting Telescope 70mm,3527,Competitive Bidding,4772.92,4826.42,Poole-Bautista,Angela Ramirez,2024-04-25
175,Triple Beam Balance,8388,Limited Source Bidding,3085.08,3201.97,Floyd Inc,Christine Bautista,2024-11-02
176,Beaker 250ml,6269,Competitive Bidding,1107.5,1208.93,Edwards PLC,James Patrick Mendoza,2024-10-26
177,Bunsen Burner,6436,Negotiated Procurement,1325.47,1198.4,"Grant, Norman and Conrad",Alex Rivera,2024-08-23
178,Laboratory Safety Goggles,8547,Competitive Bidding,642.29,711.31,King LLC,Taylor Martinez,2025-01-03
179,Thermometer (-10 to 110C),1557,Competitive Bidding,897.13,934.64,Miller and Sons,Alex Rivera,2024-05-05
180,Hydrochloric Acid Science Laboratory,1138,Negotiated Procurement,1660.63,1780.24,Nichols LLC,Sophia Christine Navarro,2024-11-20
181,Lens Set convex concave,5111,Limited Source Bidding,791.53,860.27,"Taylor, Hardy and Dickson",Alex Rivera,2024-05-24
182,Test Tube Brush,8973,Competitive Bidding,400.33,407.9,Cooper-Riley,Angela Renee Mendoza,2024-06-15
183,Voltmeter basic,1534,Competitive Bidding,735.49,777.73,"Miller, Moss and Chan",Casey Hernandez,2025-04-02
184,Refracting Telescope 70mm,9558,Competitive Bidding,4827.33,4826.42,"Delgado, Edwards and Brooks",Casey Hernandez,2024-07-03
185,Filter Paper pack of 100,2943,Competitive Bidding,568.25,582.4,Floyd-Smith,James Patrick Mendoza,2024-07-27
186,Copper Sulfate,1808,Negotiated Procurement,1916.43,1804.88,"Young, Harris and Leon",Alex Rivera,2025-01-30
187,Laboratory Alcohol Burner,7934,Limited Source Bidding,619.64,574.0,Williams-Rodriguez,Angela Renee Mendoza,2024-06-25
188,Funnel plastic 100mm,1828,Competitive Bidding,740.13,739.87,Murphy-Clark,Taylor Martinez,2024-07-08
189,Refracting Telescope 70mm,5426,Competitive Bidding,5020.45,4826.42,Bush Inc,Luke Andrew Navarro,2024-04-13
190,Copper Sulfate,3595,Limited Source Bidding,1661.1,1804.88,"Williams, Farrell and Miles",Angela Ramirez,2025-01-21
191,Petri Dishes pack of 20,8499,Competitive Bidding,750.0,738.19,"Wagner, Friedman and Smith",Luke Andrew Navarro,2024-06-23
192,Microscope Coverslips box of 100,4297,Competitive Bidding,703.7,641.2,Long-Davis,Taylor Martinez,2024-09-19
193,Litmus Paper,7305,Competitive Bidding,398.12,413.84,Bennett PLC,Jamie Thompson,2024-08-29
194,Tuning Fork 256 Hz,8449,Competitive Bidding,720.66,689.02,Hicks Group,Angela Ramirez,2024-10-02
195,Test Tube Brush,3895,Competitive Bidding,395.93,407.9,Walters-Smith,Morgan Cruz,2024-07-10
196,Funnel plastic 100mm,1435,Limited Source Bidding,741.7,739.87,Rodriguez PLC,James Patrick Mendoza,2024-06-24
197,Laboratory Gloves nitrile box of 100,9756,Limited Source Bidding,506.47,520.13,"Carroll, Butler and Valencia",Jamie Thompson,2025-01-29
198,Voltmeter basic,7307,Competitive Bidding,746.41,777.73,Smith and Sons,Luke Andrew Navarro,2024-12-03
199,Hydrochloric Acid Science Laboratory,2922,Competitive Bidding,1907.73,1780.24,"Powell, Anderson and Navarro",Morgan Cruz,2025-01-30
200,Laboratory Agar Powder 100g,2148,Competitive Bidding,2028.71,2046.24,Stevens Ltd,Luke Andrew Navarro,2025-01-28
201,Stopwatch digital,2282,Competitive Bidding,577.08,587.22,Moore-Parsons,Morgan Cruz,2024-07-26
202,Funnel plastic 100mm,6061,Competitive Bidding,674.61,739.87,"Bowers, Robertson and Hill",Casey Hernandez,2024-07-27
203,Lens Set convex concave,1682,Limited Source Bidding,915.66,860.27,Mejia Group,James Patrick Mendoza,2024-04-25
204,Bar Magnet pair,2214,Direct Contracting,478.46,450.69,"Fuentes, Montes and Scott",Casey Hernandez,2024-09-10
205,Prism glass,7864,Limited Source Bidding,739.0,704.14,Harrison-Mays,James Patrick Mendoza,2024-06-10
206,Universal Indicator Solution 100ml,2856,Competitive Bidding,1208.68,1161.55,"Bryan, Brown and Mullins",Casey Hernandez,2024-07-22
207,Erlenmeyer Flask 250ml,8615,Competitive Bidding,1330.88,1280.16,"Leonard, Wood and Allen",Alex Rivera,2025-04-04
208,Test Tube 15ml,4379,Limited Source Bidding,799.87,819.28,Lawson LLC,Alex Rivera,2024-10-02
209,Test Tube Brush,1763,Competitive Bidding,421.12,407.9,"Jennings, Allison and Henry",Casey Hernandez,2024-04-18
210,Laboratory Agar Powder 100g,1561,Competitive Bidding,1945.48,2046.24,"Brown, Stanley and Hall",Angela Renee Mendoza,2024-09-04
211,Stopwatch digital,5237,Direct Contracting,597.85,587.22,Norris Inc,Casey Hernandez,2024-06-22
212,Laboratory Alcohol Burner,9342,Competitive Bidding,541.24,574.0,Hunt-Neal,Casey Hernandez,2024-12-18
213,Beaker 50ml,8813,Competitive Bidding,848.86,836.08,"Norman, Russell and Trevino",James Patrick Mendoza,2024-11-29
214,Universal Indicator Solution 100ml,6431,Competitive Bidding,1135.55,1161.55,Garrett-Obrien,Angela Renee Mendoza,2024-05-20
215,Beaker 250ml,2751,Competitive Bidding,1114.98,1208.93,Carlson-Smith,James Patrick Mendoza,2025-01-20
216,Beaker 100ml,1198,Competitive Bidding,868.31,855.46,"Johnson, Wagner and Morse",Christine Bautista,2024-12-28
217,Bunsen Burner,5015,Direct Contracting,1365.36,1198.4,"Wilkins, Watson and Moreno",Angela Ramirez,2024-09-17
218,pH Meter basic,8487,Limited Source Bidding,736.58,693.84,Bartlett Ltd,James Patrick Mendoza,2024-10-20
219,Laboratory Spatula stainless steel,7249,Limited Source Bidding,575.31,553.62,"Nguyen, Smith and Morales",Jamie Thompson,2024-11-25
220,Laboratory Gloves nitrile box of 100,3008,Limited Source Bidding,531.99,520.13,Valencia-Le,Casey Hernandez,2024-11-11
221,Dissecting Kit,4231,Competitive Bidding,907.6,856.35,May PLC,James Patrick Mendoza,2024-04-08
222,Iron Filings 250g,8809,Competitive Bidding,907.19,933.07,"Martinez, Marshall and Anderson",Casey Hernandez,2024-06-19
223,Ammeter basic,1989,Competitive Bidding,1252.72,1158.64,"Lowe, Johnson and Martin",Morgan Cruz,2024-08-02
224,Hot Plate basic,5012,Limited Source Bidding,1572.55,1701.84,Keller PLC,Christine Bautista,2025-02-04
